Date,Open,High,Low,Close,Volume
2023-01-30,12047.16,12087.68,11906.11,11912.39,1099584855
2023-01-31,11915.95,12104.13,11915.95,12101.93,1065350200
2023-02-01,12087.92,12458.87,12010.73,12363.1,1300437943
2023-02-02,12655.18,12880.98,12600.76,12803.14,1616466866
2023-02-03,12520.95,12828.71,12520.95,12573.36,1352261043
2023-02-06,12468.8,12558.88,12411.88,12464.51,979055927
2023-02-07,12474.95,12771.59,12419.71,12728.27,1188473478
2023-02-08,12680.03,12709.45,12471.12,12495.38,1121521499
2023-02-09,12677.54,12679.54,12327.44,12381.17,1184961087
2023-02-10,12306.59,12375.72,12204.21,12304.92,1002650747
2023-02-13,12356.5,12522.78,12313.45,12502.31,930135914
2023-02-14,12413.1,12627.4,12356.32,12590.89,1010574451
2023-02-15,12531.6,12689.34,12486.42,12687.89,932639378
2023-02-16,12495.07,12653.4,12440,12442.48,1059059327
2023-02-17,12352.3,12385.52,12233.79,12358.18,956439896
2023-02-21,12205.21,12257.06,12058.23,12060.3,1006084705
2023-02-22,12085.68,12156.21,12006.04,12066.27,1002595051
2023-02-23,12224.45,12227.4,12003.3,12180.14,1059370384
2023-02-24,11979.8,12018.32,11900.84,11969.65,892379892
2023-02-27,12106.79,12159.64,12034.61,12057.79,817283268
2023-02-28,12041.75,12146.52,12021.32,12042.12,962167425
2023-03-01,12026.72,12054.48,11906.58,11938.57,877340820
2023-03-02,11830.09,12074.59,11830.09,12044.87,905249209
2023-03-03,12110.71,12300.46,12095.24,12290.81,968408184
2023-03-06,12344.65,12466.88,12297.57,12302.48,887435825
2023-03-07,12303.19,12344.05,12130.01,12152.17,902686738
2023-03-08,12181.06,12237.72,12102.28,12215.33,849607193
2023-03-09,12230.84,12340.45,11970.34,11995.88,978757456
2023-03-10,12001.7,12069.63,11789.86,11830.28,1098823469
2023-03-13,11752.1,12073.96,11695.41,11923.17,1115296481
2023-03-14,12078.46,12217.87,12035.22,12199.79,1020505540
2023-03-15,12083.24,12269.45,12026.18,12251.32,1105193891
2023-03-16,12211.87,12595.7,12190.65,12581.39,1206250264
2023-03-17,12570.16,12674.34,12444.08,12519.88,1573321408
2023-03-20,12487.79,12578.35,12407.82,12562.61,973108965
2023-03-21,12643.35,12762.45,12582.76,12741.44,1019905936
2023-03-22,12742.41,12943.62,12563.78,12567.15,1034356136
2023-03-23,12735.6,12900.1,12611.67,12729.23,1003231331
2023-03-24,12700.51,12770.28,12608.16,12767.05,898824649
2023-03-27,12797.89,12839.43,12647.95,12673.07,797224686
2023-03-28,12654.91,12654.91,12517.87,12610.57,751351647
2023-03-29,12768.14,12867.32,12734.68,12846.03,908137813
2023-03-30,12934.99,12987.97,12894.14,12963.14,850453497
2023-03-31,12968.96,13188.83,12968,13181.35,991844725
2023-04-03,13084.1,13157.48,13036.55,13148.35,852046790
2023-04-04,13165.32,13204.08,13049.98,13100.07,781121163
2023-04-05,13056.79,13065.28,12894.44,12967.2,847786024
2023-04-06,12892.9,13078.1,12846.03,13062.6,807296899
2023-04-10,12936.52,13051.86,12861.52,13051.23,752139734
2023-04-11,13040.49,13049.56,12947.66,12964.16,751538835
2023-04-12,13043.97,13071.98,12833.31,12848.35,845223320
2023-04-13,12922.89,13124.41,12920.02,13109.39,788034390
2023-04-14,13044.69,13152.28,12962.51,13079.52,710778861
2023-04-17,13053.26,13105.68,12981.26,13087.71,724467693
2023-04-18,13180.31,13196.18,13044.21,13091.79,711811387
2023-04-19,12992.51,13128.25,12988.2,13088.71,717061255
2023-04-20,12962.29,13107.92,12933.8,12985.98,920096870
2023-04-21,12970.32,13030.85,12899.64,13000.77,800512567
2023-04-24,12981.71,13044.23,12883.77,12969.76,760884265
2023-04-25,12905.09,12933.28,12724.24,12725.11,947967507
2023-04-26,12866.64,12929.62,12783.42,12806.48,1051030219
2023-04-27,12963.21,13175.62,12938.5,13160.03,1167409919
2023-04-28,13139.35,13247.39,13096.94,13245.99,1037375659
2023-05-01,13229.12,13287.47,13186.4,13231.47,814200760
2023-05-02,13225.48,13241.53,13046.79,13113.66,896326600
2023-05-03,13123.1,13231.71,13026.04,13030.21,953333250
2023-05-04,13014.07,13064.02,12938.45,12982.48,891913272
2023-05-05,13070.7,13291.11,13059.91,13259.13,911424902
2023-05-08,13247.09,13302.43,13193.08,13291.64,829391352
2023-05-09,13228.64,13254.81,13193.88,13201.11,847482939
2023-05-10,13308.41,13384.42,13204.79,13347.83,1018320044
2023-05-11,13376.86,13411.7,13306.08,13389.78,926108423
2023-05-12,13407.02,13427.41,13256.56,13340.18,809499798
2023-05-15,13352.27,13419.81,13297.85,13413.51,751573258
2023-05-16,13385.37,13498.44,13384.77,13426.01,829290901
2023-05-17,13474.52,13608.33,13419.35,13589.26,900631645
2023-05-18,13608.95,13844.77,13606.8,13834.62,1004673963
2023-05-19,13842.69,13874.42,13763.9,13803.49,914726099
2023-05-22,13805.34,13893.71,13792.97,13849.74,894768288
2023-05-23,13773.68,13827.11,13662.91,13672.54,931688941
2023-05-24,13589.02,13655.73,13520.92,13604.48,923222002
2023-05-25,13920.89,13986.87,13812.18,13938.53,1225504462
2023-05-26,13990.55,14329.49,13982.16,14298.41,1262912106
2023-05-30,14465.59,14520.17,14301.08,14354.99,1127219201
2023-05-31,14293.56,14375.38,14216.16,14254.09,1569926220
2023-06-01,14269.09,14493.31,14219.94,14441.51,1206462199
2023-06-02,14517.08,14595.81,14442.15,14546.64,1029384187
2023-06-05,14550.13,14662.95,14516.88,14556.5,980690101
2023-06-06,14526.1,14593.5,14476.99,14558.09,931187304
2023-06-07,14573.27,14647.91,14283.88,14303.29,1138954251
2023-06-08,14319.23,14503.31,14314.7,14484.54,920050047
2023-06-09,14574.24,14672.85,14487.48,14528.36,957942241
2023-06-12,14617.35,14789.61,14571.36,14784.3,957460371
2023-06-13,14911.26,14931.82,14770.14,14900.85,1041819210
2023-06-14,14894.1,15017.11,14784.62,15005.69,1060947381
2023-06-15,14949.7,15246.62,14930.12,15185.48,1071567812
2023-06-16,15272.65,15284.65,15073.45,15083.92,1591972049
2023-06-20,15036.48,15127.42,14946.73,15070.15,960737893
2023-06-21,15019.01,15038.9,14826.02,14867.45,1034197043
2023-06-22,14797.89,15044.22,14794.95,15042.32,908578516
2023-06-23,14879.23,14983.73,14821.81,14891.48,1164174539
2023-06-26,14866.66,14982.82,14687.02,14689.02,981512959
2023-06-27,14751.57,14972.32,14726.75,14945.91,1001418024
2023-06-28,14876.25,15051.08,14865.81,14964.57,936825983
2023-06-29,14965.55,14986.89,14876.94,14939.95,857301484
2023-06-30,15085.24,15213.75,15081.57,15179.21,944110625
2023-07-03,15190.54,15232.96,15153.6,15208.69,556524636
2023-07-05,15165.36,15275.18,15162.66,15203.78,808803835
2023-07-06,15054.11,15106.45,14969.14,15089.45,827058539
2023-07-07,15070.5,15210.63,15032.56,15036.85,800874712
2023-07-10,15031.95,15066.44,14924.64,15045.64,947488189
2023-07-11,15068.13,15135.29,14974.16,15119.06,867277031
2023-07-12,15279.35,15364.09,15209.71,15307.23,1020984027
2023-07-13,15432.48,15602.74,15420.71,15571.98,903950243
2023-07-14,15610,15720.05,15531,15565.6,974246002
2023-07-17,15608.29,15745.67,15576.51,15713.28,891088021
2023-07-18,15671.72,15895.68,15607.71,15841.35,919413576
2023-07-19,15888.16,15932.05,15781.96,15826.35,1025150801
2023-07-20,15717.67,15771.84,15429.87,15466.09,1158176259
2023-07-21,15554.96,15600.54,15410.57,15425.67,1923002478
2023-07-24,15475.15,15504.67,15374.66,15448.02,839106187
2023-07-25,15483.06,15622.69,15482.04,15561.42,824650554
2023-07-26,15514.04,15571.16,15411.91,15499.26,935227929
2023-07-27,15734.03,15795.51,15416.05,15464.93,1035976509
2023-07-28,15630.18,15788.48,15617.75,15750.93,983032627
2023-07-31,15774.3,15803.55,15702.74,15757,818825232
2023-08-01,15696.98,15748.43,15636.57,15718.01,760916504
2023-08-02,15561.15,15561.36,15321.44,15370.74,1042535616
2023-08-03,15287.77,15436.59,15270.72,15353.54,898296682
2023-08-04,15420.74,15523.31,15258.69,15274.92,1062879241
2023-08-07,15355.62,15410.86,15258.92,15407.85,861602521
2023-08-08,15279.41,15295.8,15148.25,15273.05,883112628
2023-08-09,15286.99,15288.76,15077.91,15101.71,813938403
2023-08-10,15217.29,15366.29,15072.49,15128.84,792376288
2023-08-11,15010.52,15102.53,14973.67,15028.07,717905356
2023-08-14,14988.42,15206.26,14972.01,15205.59,780185472
2023-08-15,15172.08,15192.88,15014.37,15037.65,728879042
2023-08-16,15021.63,15077.05,14874.02,14876.47,770887955
2023-08-17,14943.34,14949.58,14698.29,14715.81,871675928
2023-08-18,14589.71,14744.57,14557.83,14694.84,902178164
2023-08-21,14762.01,14958.87,14739.37,14936.69,838153125
2023-08-22,15035.07,15037.79,14883.98,14908.96,766779686
2023-08-23,14947.58,15188.86,14947.58,15148.06,831321199
2023-08-24,15278.93,15279.24,14814.83,14816.44,972615024
2023-08-25,14858.93,15001.29,14715.36,14941.83,847687630
2023-08-28,15035.48,15086.23,14948.92,15052.46,692158158
2023-08-29,15043.02,15391.56,15034.54,15376.55,851692874
2023-08-30,15386.67,15484.83,15341.94,15462.43,793977609
2023-08-31,15475.43,15575.02,15466.41,15501.07,956594128
2023-09-01,15600.95,15618.86,15429.36,15490.86,781703937
2023-09-05,15460.52,15556.85,15419.96,15508.24,821465939
2023-09-06,15467.32,15487,15289.48,15371.44,812824596
2023-09-07,15174.22,15288.2,15138.73,15258.52,938771948
2023-09-08,15265.57,15374.22,15244.06,15280.23,817994165
2023-09-11,15409.77,15482.84,15328.35,15461.87,890177209
2023-09-12,15390.59,15447.85,15278.88,15289.74,810763863
2023-09-13,15293.27,15414.61,15256.6,15348.53,786327062
2023-09-14,15433.01,15512.82,15337.18,15473.89,805541545
2023-09-15,15425.95,15435.45,15173.71,15202.4,1540574558
2023-09-18,15161.17,15268.96,15155.46,15225.37,752920388
2023-09-19,15152.53,15219.92,15069.42,15191.23,751441069
2023-09-20,15225.34,15245.19,14967.6,14969.92,787506477
2023-09-21,14813.48,14849.25,14691.69,14694.24,977525563
2023-09-22,14756.63,14855.92,14686.84,14701.1,832970281
2023-09-25,14662.69,14771.12,14615.45,14768.9,675851364
2023-09-26,14668.45,14678.48,14505.68,14545.83,863264577
2023-09-27,14600.14,14657.21,14432.6,14580.16,910314335
2023-09-28,14530.96,14787.59,14510.17,14702.77,884836574
2023-09-29,14853.35,14901.85,14664.78,14715.24,865699951
2023-10-02,14717.9,14892.18,14701.52,14837.57,765756091
2023-10-03,14744.05,14819.87,14504.14,14565.62,799370322
2023-10-04,14613.23,14803.04,14592.55,14776.25,788627410
2023-10-05,14769.55,14784.69,14584.39,14723.22,777131950
2023-10-06,14622.23,15021.38,14575.95,14973.24,904652239
2023-10-09,14871.57,15070.64,14816.32,15047.15,677723100
2023-10-10,15074.04,15241.94,15050.54,15131.52,788125198
2023-10-11,15194.53,15248.22,15119.62,15241.12,760451377
2023-10-12,15264.11,15333.98,15090.7,15184.1,898937824
2023-10-13,15225.73,15232.37,14943.42,14995.12,805884605
2023-10-16,15054.48,15209.5,15047.27,15172.73,759098232
2023-10-17,15009.26,15187.06,14932.77,15122.01,860270674
2023-10-18,15022.29,15103.87,14865.81,14909.26,838856253
2023-10-19,14981.13,15023.91,14749.3,14783.13,960812661
2023-10-20,14752.59,14781.22,14552.12,14560.88,941187476
2023-10-23,14514.11,14746.37,14419.06,14604.85,859749997
2023-10-24,14678.41,14774.16,14610.33,14745.85,843894874
2023-10-25,14642.08,14643.7,14362.24,14381.64,1026429310
2023-10-26,14314.02,14372.51,14058.33,14109.57,1090850528
2023-10-27,14245.75,14321.04,14130.37,14180.42,991915604
2023-10-30,14283.98,14388.2,14225.86,14335.51,844332346
2023-10-31,14340.86,14420.44,14232.4,14409.78,848357601
2023-11-01,14453.68,14677.86,14441.89,14664.91,1039708956
2023-11-02,14856.95,14930.77,14792.81,14919.55,1025876091
2023-11-03,14985.12,15149.78,14965.29,15099.49,956874934
2023-11-06,15137.17,15180.19,15064.91,15154.93,781906215
2023-11-07,15201.77,15335.44,15153.31,15296.02,832682943
2023-11-08,15313.9,15343.19,15220.89,15313.24,804508614
2023-11-09,15351.12,15382.11,15171.32,15187.9,885074862
2023-11-10,15252.36,15535.2,15237.18,15529.12,888091779
2023-11-13,15469.21,15524.66,15404.71,15482.79,738536495
2023-11-14,15744.36,15850.34,15726.13,15812.47,953553384
2023-11-15,15881.72,15904.63,15765.3,15817.18,957741489
2023-11-16,15765.2,15842.63,15738.22,15833.17,995758572
2023-11-17,15803.98,15876.87,15766.95,15837.99,886499791
2023-11-20,15845.2,16056.76,15844.83,16027.06,850017393
2023-11-21,15951.55,15968.09,15866.82,15933.62,813744390
2023-11-22,16025.74,16119.31,15964.04,16001.39,760368066
2023-11-24,15974.85,16007.43,15940.63,15982.01,375094523
2023-11-27,15969.72,16045.3,15932.19,15961.98,758314263
2023-11-28,15940.29,16031.52,15921.07,16010.43,834632376
2023-11-29,16111.36,16166.51,15976.69,15987.6,851906137
2023-11-30,15987.66,16013.48,15825.67,15947.87,1106900469
2023-12-01,15892.59,16013.75,15834.93,15997.58,851866817
2023-12-04,15837.12,15852.45,15695.58,15839.67,854931525
2023-12-05,15763.65,15931.84,15760.59,15877.71,823578982
2023-12-06,15990.2,15990.94,15776.95,15788.05,813941164
2023-12-07,15888.23,16042.51,15875.48,16022.49,943661880
2023-12-08,15952.85,16100.86,15937.58,16084.69,865754738
2023-12-11,16069.62,16232.25,16061.87,16221.73,999912919
2023-12-12,16209.61,16354.25,16175.46,16354.25,910039236
2023-12-13,16392.18,16581.04,16357.21,16562.37,1027485901
2023-12-14,16603.54,16660.71,16419.26,16537.83,1294581500
2023-12-15,16587,16669.77,16557.01,16623.45,1963586634
2023-12-18,16631.11,16764.32,16629.29,16729.8,871984623
2023-12-19,16734.25,16813.01,16733.38,16811.85,809025727
2023-12-20,16763.64,16860.68,16552.07,16554.16,924098014
2023-12-21,16719.61,16768.02,16621.52,16757.41,757926147
2023-12-22,16799.02,16839.25,16703.57,16777.4,639510759
2023-12-26,16816.79,16907.51,16813.57,16878.46,566086008
2023-12-27,16896.14,16922.02,16859.55,16906.8,641192989
2023-12-28,16963.52,16969.17,16891.32,16898.47,585755591
2023-12-29,16902.45,16919.51,16757.89,16825.93,673420901
2024-01-02,16667.3,16686.61,16453.15,16543.94,908638234
2024-01-03,16413.26,16471.08,16352.14,16368.49,868725166
2024-01-04,16290.78,16419.44,16276.43,16282.01,875260710
2024-01-05,16281.75,16415.39,16249.19,16305.98,787350434
2024-01-08,16354.22,16655.23,16349.39,16649.88,858197585
2024-01-09,16531.96,16710.88,16513.73,16678.71,829263919
2024-01-10,16702.55,16827.37,16654.74,16793.04,766470111
2024-01-11,16852.19,16898.16,16618.86,16820.9,846480601
2024-01-12,16855,16900.37,16776.92,16832.92,763611377
2024-01-16,16775.1,16895.33,16726.59,16830.71,951040975
2024-01-17,16705.51,16749.11,16561.49,16736.28,884196377
2024-01-18,16894.33,16996.98,16818.13,16982.29,1019915889
2024-01-19,17060.14,17317.21,17041.85,17314,1132719193
2024-01-22,17403.62,17450.3,17309.87,17330.38,1019856740
2024-01-23,17346.95,17410.86,17286.02,17404.21,856287046
2024-01-24,17562.32,17665.26,17481.97,17499.3,1051712600
2024-01-25,17589.27,17631.34,17430.38,17516.99,1142705605
2024-01-26,17432.88,17514.76,17395.54,17421.01,952421491
2024-01-29,17438.03,17603.95,17414.62,17596.27,994272195
2024-01-30,17556.49,17578.46,17443.77,17476.71,1014136896
2024-01-31,17269.98,17375.32,17128.74,17137.24,1209840260
2024-02-01,17217,17356.76,17175.83,17344.71,973692310
2024-02-02,17415.94,17682.29,17378.38,17642.73,1175329736
2024-02-05,17634.69,17655.77,17469.62,17613.04,962442803
2024-02-06,17664.44,17680.62,17475.43,17572.73,899591114
2024-02-07,17674.59,17784.17,17637.73,17755.07,892839776
2024-02-08,17757.6,17814.12,17728.55,17783.17,845042523
2024-02-09,17820.98,17987.9,17798.81,17962.4,875702181
2024-02-12,17942.28,18041.45,17859.66,17882.66,849990180
2024-02-13,17519.8,17717.67,17478.23,17600.42,936210688
2024-02-14,17728.9,17815.18,17619.92,17807.63,810714893
2024-02-15,17815.32,17864.59,17722.31,17845.72,893525703
2024-02-16,17853.59,17864.16,17663.4,17685.98,871325764
2024-02-20,17591.17,17657.08,17399.41,17546.1,915139824
2024-02-21,17412.79,17482.13,17319.44,17478.91,881459759
2024-02-22,17857.76,18034.8,17808.26,18004.7,1070281801
2024-02-23,18052.59,18091.63,17902.78,17937.61,861567618
2024-02-26,17970.21,18014.11,17926.66,17933.33,864301327
2024-02-27,17962.58,17987.54,17871.06,17971.05,772241127
2024-02-28,17895.03,17931.01,17840.36,17874.5,757338812
2024-02-29,17991.67,18068.52,17866.26,18043.85,1245241883
2024-03-01,18069.29,18333.26,18064.44,18302.91,969796333
2024-03-04,18290.1,18313.43,18218.25,18226.48,1078450724
2024-03-05,18088.71,18097.5,17804.5,17897.87,1006383003
2024-03-06,18083.51,18142.88,17941.64,18017.57,1015828455
2024-03-07,18161.73,18337.95,18101.43,18297.99,967039082
2024-03-08,18312.79,18416.73,17995.38,18018.45,1089214660
2024-03-11,17959.68,18003.05,17873.33,17951.69,861632643
2024-03-12,18063.02,18228.37,17919.33,18219.12,860848607
2024-03-13,18151.76,18163.74,18030.4,18068.47,911371486
2024-03-14,18114.69,18142.9,17913.63,18014.81,1033044702
2024-03-15,17926.92,17930.47,17764.99,17808.25,1508812003
2024-03-18,18024.24,18124.32,17973.09,17985.01,930824557
2024-03-19,17902.52,18039.82,17809.15,18032.21,826176475
2024-03-20,18067.7,18249.12,18003.24,18240.11,897746264
2024-03-21,18438.24,18464.7,18317.1,18320.38,953056806
2024-03-22,18293.15,18386.25,18267.49,18339.44,774622111
2024-03-25,18215.54,18337.35,18189.28,18277.06,868922077
2024-03-26,18329.29,18378.7,18207.88,18210.54,841809927
2024-03-27,18338.19,18344.09,18168.21,18280.84,813995903
2024-03-28,18263.41,18308.32,18231.38,18254.69,819776748
2024-04-01,18280.82,18391.58,18211.28,18293.2,766796580
2024-04-02,18076.43,18135.57,18002.27,18121.78,798466536
2024-04-03,18054.45,18238.66,18045.42,18160.19,778468534
2024-04-04,18331.02,18362.29,17875.75,17878.78,947992306
2024-04-05,17940.28,18202.96,17912.86,18108.46,828251487
2024-04-08,18130.44,18178.66,18050.69,18100.19,719709461
2024-04-09,18188.87,18210.02,17973.07,18169.9,796987343
2024-04-10,17957.96,18040.83,17932.42,18011.65,784517905
2024-04-11,18085.11,18337.15,17998.25,18307.98,810484959
2024-04-12,18117.67,18166.5,17952.09,18003.49,878305611
2024-04-15,18143.25,18152.08,17676.35,17706.83,854032868
2024-04-16,17691.45,17817.73,17660.89,17713.66,727223569
2024-04-17,17785.82,17788.54,17459.57,17493.62,754805302
2024-04-18,17514.77,17590.81,17376.5,17394.31,765492797
2024-04-19,17334.71,17362.28,16973.94,17037.65,1013731763
2024-04-22,17161.11,17305.15,17010.25,17210.89,812015389
2024-04-23,17297.24,17513.31,17277.25,17471.47,803926539
2024-04-24,17613.66,17653.66,17435.33,17526.8,925847430
2024-04-25,17205.28,17474.46,17172.42,17430.5,1027328075
2024-04-26,17566.22,17772.78,17533.08,17718.3,1014812048
2024-04-29,17801.14,17820,17671.03,17782.72,988429784
2024-04-30,17720.35,17768.87,17440.69,17440.69,1031266164
2024-05-01,17382.78,17667.86,17284.37,17318.55,1043857442
2024-05-02,17474.92,17575.8,17290.64,17541.54,915652037
2024-05-03,17848.66,17926.98,17784.78,17890.79,924548599
2024-05-06,17950.98,18094.46,17937.28,18093.57,806876481
2024-05-07,18106.33,18156.32,18061.61,18091.45,809730232
2024-05-08,17987.71,18135.34,17987.71,18085.01,703176858
2024-05-09,18095.8,18138.02,18012.62,18113.46,659513521
2024-05-10,18171.14,18247.61,18099.73,18161.18,653140542
2024-05-13,18228.4,18233.5,18147.57,18198.61,731327551
2024-05-14,18187.51,18339.58,18175.3,18322.77,770288671
2024-05-15,18412.81,18607.53,18359.32,18596.65,838316186
2024-05-16,18589.98,18669.5,18553.3,18557.96,795835633
2024-05-17,18571.82,18590.37,18462.25,18546.23,729240876
2024-05-20,18559.22,18703.83,18549.84,18674.19,657506610
2024-05-21,18603.99,18721.18,18589.91,18713.8,794089415
2024-05-22,18733.55,18756.69,18606.16,18705.2,810685659
2024-05-23,18907.14,18907.54,18554.89,18623.39,898888954
2024-05-24,18669.36,18851.99,18664.79,18808.35,707571636
2024-05-28,18855.15,18875.2,18755.95,18869.44,805850311
2024-05-29,18708.07,18814.82,18706.63,18736.75,761327496
2024-05-30,18683.25,18705.26,18487.76,18538.66,795562265
2024-05-31,18550.8,18574.57,18189.78,18536.65,1319619700
2024-06-03,18666.72,18707.22,18392.57,18600.97,789898056
2024-06-04,18598,18697.95,18521.85,18654.84,741575853
2024-06-05,18791.28,19035.87,18768.25,19035.05,855366221
2024-06-06,19053.01,19071.79,18978.86,19021.19,779882293
2024-06-07,18992.58,19113.88,18958.68,19000.95,676783916
2024-06-10,18945.31,19089.83,18940.71,19074.67,1049180016
2024-06-11,19031.4,19212.63,18966.56,19210.19,966866914
2024-06-12,19358.26,19556.89,19347.28,19465.18,1244032775
2024-06-13,19609.05,19639.45,19473.71,19576.92,1090861165
2024-06-14,19557.22,19664.59,19534.63,19659.8,1010588064
2024-06-17,19681.86,19977.84,19623.71,19902.75,1120685785
2024-06-18,19904.43,19940.5,19837.86,19908.86,1089950381
2024-06-20,19962.97,19979.93,19685.03,19752.3,1410138177
2024-06-21,19722.37,19801.97,19643.52,19700.43,2570419210
2024-06-24,19648.23,19723.2,19472.53,19474.62,1279854945
2024-06-25,19555.84,19712.42,19523.51,19701.13,1165500472
2024-06-26,19671.07,19763.55,19654.18,19751.05,1187919856
2024-06-27,19740.52,19850.81,19701.34,19789.03,1137608745
2024-06-28,19817,20017.71,19665.85,19682.87,1525867137
2024-07-01,19720.11,19827.75,19577.54,19812.22,1076337486
2024-07-02,19746.23,20014.92,19741.81,20011.89,1073131924
2024-07-03,19995.28,20186.63,19995.28,20186.63,849861624
2024-07-05,20224.13,20407,20201.5,20391.97,1095191511
2024-07-08,20393.89,20455.38,20363.37,20439.54,1132709018
2024-07-09,20504.18,20543.9,20395.57,20453.02,1128997698
2024-07-10,20533.27,20690.97,20479.94,20675.38,1087586863
2024-07-11,20661.41,20672.1,20165,20211.36,1408775697
2024-07-12,20226.23,20526.08,20217.99,20331.49,1211985218
2024-07-15,20401.02,20585.17,20304.54,20386.88,1079435998
2024-07-16,20441.53,20477,20266.51,20398.63,1008857847
2024-07-17,20041.31,20080.27,19793.75,19799.14,1493428080
2024-07-18,19936.24,19947.98,19575.79,19705.09,1280801630
2024-07-19,19687.8,19784.48,19479.38,19522.62,1132474776
2024-07-22,19751.02,19861.72,19638.37,19822.87,1079397402
2024-07-23,19783.33,19904.6,19736.23,19754.34,937304984
2024-07-24,19475.66,19482.55,19005.47,19032.39,1375783919
2024-07-25,19041.15,19227.2,18721.71,18830.58,1464662616
2024-07-26,18990.2,19142.68,18899.31,19023.66,1120449089
2024-07-29,19122.43,19224.59,18974.52,19059.49,977662477
2024-07-30,19129.56,19165.42,18667.22,18796.27,1375756772
2024-07-31,19222.85,19426.62,19162.91,19362.43,1512789706
2024-08-01,19375.96,19538.97,18737.09,18890.39,1620217796
2024-08-02,18494.24,18628.78,18263.5,18440.85,1896793660
2024-08-05,17444.4,18169.49,17435.39,17895.15,1839402468
2024-08-06,17961.45,18368.68,17858.82,18077.92,1406581414
2024-08-07,18345.45,18445.75,17851.08,17867.37,1339218373
2024-08-08,18102.04,18445.41,17965.07,18413.82,1214783349
2024-08-09,18373.89,18567.63,18313.79,18513.1,971726137
2024-08-12,18548.23,18665.75,18433.61,18542.03,985360857
2024-08-13,18724.84,19013.02,18723.75,19006.43,1199670767
2024-08-14,19043.76,19103,18837.1,19022.68,1090248476
2024-08-15,19251.86,19502.92,19239.94,19490.15,1231034283
2024-08-16,19393.73,19561.24,19376.72,19508.52,1037635118
2024-08-19,19521.93,19767.43,19445.11,19766.49,1008178797
2024-08-20,19736.35,19835.38,19652.18,19719.82,1035848386
2024-08-21,19758.47,19885.34,19690.64,19824.84,1029449086
2024-08-22,19911.28,19938.89,19459.86,19491.84,1208681168
2024-08-23,19669.78,19818.4,19526.63,19720.87,1092253934
2024-08-26,19679.24,19726.9,19437.34,19516.44,1105799132
2024-08-27,19450.57,19617.92,19369.53,19581.52,989461853
2024-08-28,19567.45,19587.04,19221.48,19350.78,1161540224
2024-08-29,19425.28,19622.73,19281.65,19325.46,1196770479
2024-08-30,19506.27,19582.17,19326.62,19574.64,1266066117
2024-09-03,19438.11,19438.11,18869.8,18958.73,1425348554
2024-09-04,18832.64,19070.82,18808.76,18921.4,1174543184
2024-09-05,18864.42,19102.36,18806.83,18930.33,1098307458
2024-09-06,18903.03,18930.77,18400.97,18421.31,1387043144
2024-09-09,18579.8,18693.86,18469.4,18660.78,1094313015
2024-09-10,18722.16,18845.74,18570.67,18829.14,991346878
2024-09-11,18866,19266.39,18531.58,19237.3,1284381038
2024-09-12,19236.42,19456.41,19166.8,19423.07,1143286618
2024-09-13,19396.1,19556.8,19384.69,19514.58,873295345
2024-09-16,19412.79,19446.07,19294.18,19423.06,996639886
2024-09-17,19539.75,19596.34,19337.12,19432.4,1021722822
2024-09-18,19478.51,19643.51,19330.81,19344.49,1098178594
2024-09-19,19798.71,19951.79,19723.94,19839.83,1208859713
2024-09-20,19816.29,19845.7,19632.73,19791.49,2326581359
